qs_new,original_text,trans,final_climate,manifesto_id,year,party,country,language,date,source,is_primary_doc,handbook,partyname,partyabbrev,parfam,pervote,party_id,kw_cc,kw_c,kw_gw,kw_cer,kw_se,any_kw
41113_200909_0908,"Wir GRÜNE stehen ohne Wenn und Aber zum Ziel, die globale Erwärmung in diesem Jahrhundert auf ein Minimum zu begrenzen.",We GREENS are unconditionally committed to the goal of limiting global warming to a minimum in this century.,1,41113_200909,2009,41113,Germany,german,200909,MARPOR,TRUE,2,Alliance‘90/Greens,90/Greens,10,10.706,41113,1,0,1,0,0,1
97421_200809_0969,"zakonske rešitve in izvedba, ki bodo v večji meri zaščitile potrošnika in okolje(pregled in dopolnitve vse zakonodaje).",legal solutions and implementation that will protect the consumer and the environment to a greater extent (review and amendments to all legislation).,0,97421_200809,2008,97421,Slovenia,slovenian,200809,MARPOR,TRUE,3,Liberal Democracy of Slovenia,LDS,40,5.21,97421,0,0,0,0,1,1
41113_202109_0541,"Angesichts der Klimakrise darf nicht gelten: Nur weil es schon immer so geplant war, muss das jetzt auch gemacht werden.","In view of the climate crisis, the following cannot be said: Just because it was always planned that way, it has to be done now.",1,41113_202109,2021,41113,Germany,german,202109,MARPOR,TRUE,5,Alliance‘90/Greens,90/Greens,10,14.8,41113,0,1,0,1,0,1
53320_200705_0114,"As set out elsewhere in this manifesto, Labour is committed to comprehensive and urgent action to tackle climate change.",,1,53320_200705,2007,53320,Ireland,english,200705,MARPOR,TRUE,3,Labour Party,Labour,30,10.126,53320,1,1,0,1,0,1
83411_201903_0571,"Demokraatlik, elanike vajadusi mõistev ning arvestav kohaliku omavalitsuse süsteem on toimiva riigikorralduse eelduseks.",A democratic local government system that understands and takes into account the needs of the residents is a prerequisite for a functioning state organization.,0,83411_201903,2019,83411,Estonia,estonian,201903,MARPOR,TRUE,5,Estonian Center Party,K,40,23.099,83411,0,0,0,0,0,0
41521_200909_1523,"Dieser Entwicklung entgegenzusteuern und die negativen Auswirkungen der globalen Erwärmung zu begrenzen, ist unser Ziel.",Our goal is to counteract this development and limit the negative effects of global warming.,1,41521_200909,2009,41521,Germany,german,200909,MARPOR,TRUE,2,Christian Democratic Union/Christian Social Union,CDU/CSU,50,33.8,41521,1,0,1,0,0,1
86110_201404_1074,"és a helyi megújuló erőforrásokat maximálisan hasznosító, a veszteségeket minimalizáló energiarendszerrel képzelhető el.",and can be imagined with an energy system that makes maximum use of local renewable resources and minimizes losses.,1,86110_201404,2014,86110,Hungary,hungarian,201404,MARPOR,TRUE,5,Politics Can Be Different,LMP,10,5.273,86110,0,0,0,1,0,1
53620_200705_1003,Ireland has ratified the Kyoto Protocol on Climate Change and we are committed to meeting our international obligations.,,1,53620_200705,2007,53620,Ireland,english,200705,MARPOR,TRUE,3,Soldiers of Destiny,,60,41.561,53620,1,1,0,1,0,1
82530_201710_0319,"Kromě proměny bezpečnostního prostředí a světového mocenského uspořádání se lidstvo potýká s globálními změnami klimatu,","In addition to the transformation of the security environment and the world power structure, humanity is faced with global climate change,",1,82530_201710,2017,82530,Czech Republic,czech,201710,MARPOR,TRUE,5,"Tradition, Responsibility, Prosperity 09",TOP 9.00,50,5.312,82530,0,1,0,1,0,1
53520_201602_0423,Making Use of Carbon Sinks: We will continue our very active afforestation programme during a second term of government.,,1,53520_201602,2016,53520,Ireland,english,201602,MARPOR,TRUE,5,Family of the Irish,,50,25.516,53520,0,0,0,0,0,0
21322_201405_4595,o qui donnera des renseignements en matière d’accès à l’énergie et de conseils et de travaux pour économiser l’énergie ;,o which will provide information on access to energy and advice and work to save energy;,1,21322_201405,2014,21322,Belgium,french,201405,MARPOR,TRUE,5,Francophone Socialist Party,PS,30,11.67,21322,0,0,0,0,0,0
92436_201510_3359,renegocjacji zasad regulujących pakiet energetyczno-klimatyczny w kierunku zagwarantowania interesów polskiego przemysłu,renegotiation of the rules governing the energy and climate package in order to guarantee the interests of Polish industry,1,92436_201510,2015,92436,Poland,polish,201510,MARPOR,TRUE,5,Law and Justice,PiS,60,37.575,92436,0,1,0,1,0,1
97330_201112_0872,"S   tem   bodo   pitne   vode   pravilno   varovane,   z   odpadnimi   vodami   pa   se   bo   trajnostno   gospodarilo.","With this, drinking water will be properly protected, and waste water will be managed sustainably.",0,97330_201112,2011,97330,Slovenia,slovenian,201112,MARPOR,TRUE,4,Slovenian Democratic Party,SDS,60,26.193,97330,0,0,0,0,1,1
97330_200809_0288,"Skrb za okolje in odgovor na podnebne spremembe postaja konvergenčna točka okoljskih, gospodarskih in socialnih politik.","Concern for the environment and response to climate change is becoming a point of convergence of environmental, economic and social policies.",1,97330_200809,2008,97330,Slovenia,slovenian,200809,MARPOR,TRUE,3,Slovenian Democratic Party,SDS,60,29.257,97330,0,1,0,1,1,1
14223_200703_0240,"Tulevaisuuden kannalta suurin uhka on kiihtyvä ilmastomuutos, joka johtuu pitkälti fossiilisten polttoaineiden käytöstä.","In terms of the future, the biggest threat is accelerating climate change, which is largely caused by the use of fossil fuels.",1,14223_200703,2007,14223,Finland,finnish,200703,MARPOR,TRUE,4,Left Wing Alliance,VAS,20,8.82,14223,0,1,0,1,0,1
21521_200706_0744,Zo zouden de milieu- en energiescans en de offertes van leveranciers een luik over de financiële steun kunnen vermelden.,"For example, the environmental and energy scans and suppliers' quotes could include a section about financial support.",1,21521_200706,2007,21521,Belgium,dutch,200706,MARPOR,TRUE,4,Christian Democratic and Flemish,CD&V,50,14.808,21521,0,0,0,0,1,1
34313_200403_1388,"Σε ότι αφορά στην καλλιέργεια αυτών των προϊόντων στη χώρα μας, θεωρούμε ότι δεν μπορεί να επιτραπεί η καλλιέργεια τους.","Regarding the cultivation of these products in our country, we believe that their cultivation cannot be allowed.",0,34313_200403,2004,34313,Greece,greek,200403,MARPOR,TRUE,3,Panhellenic Socialist Movement,PASOK,30,40.548,34313,0,0,0,0,0,0
96710_201006_0253,—zvýšenie koncepčnej úlohy štátu pri rozvoji regiónov vrátane vyčlenenia a zabezpečenia prostriedkov zo štátneho rozpočtu,"—increasing the conceptual role of the state in the development of regions, including the allocation and provision of funds from the state budget",0,96710_201006,2010,96710,Slovakia,slovak,201006,MARPOR,TRUE,3,Slovak National Party,SNS,70,5.08,96710,0,0,0,0,0,0
21230_201905_7848,Al te dikwijls verhinderen patenten dat men kordaat kan optreden tegen de oorzaken en gevolgen van de klimaatverandering.,"All too often, patents prevent decisive action against the causes and consequences of climate change.",1,21230_201905,2019,21230,Belgium,dutch,201905,MARPOR,TRUE,5,Workers' Party of Belgium,PTB/PVDA,20,8.622,21230,0,1,0,1,0,1
11620_201409_0667,"Alliansregeringen har, tillsammans med Miljöpartiet, valt en annan väg än den som många andra europeiska länder har valt.","The coalition government, together with the Green Party, has chosen a different path than that which many other European countries have chosen.",0,11620_201409,2014,11620,Sweden,swedish,201409,MARPOR,TRUE,5,Moderate Coalition Party,MSP,60,23.325,11620,0,0,0,0,1,1
92023_201910_0062,Całą działalność rozliczymy przez Internet: od e-faktur po załatwienie sprawy zza swojego biurka lub w dowolnym urzędzie.,We will settle all activities online: from e-invoices to settling matters from your desk or at any office.,0,92023_201910,2019,92023,Poland,polish,201910,MARPOR,TRUE,5,The Left,,30,12.56,92023,0,0,0,0,0,0
21421_201405_1110,"De opwarming van de aarde is een wereldwijde realiteit en een uitdaging, net als het opdrogen van fossieleenergiebronnen.","Global warming is a global reality and a challenge, as is the drying up of fossil energy sources.",1,21421_201405,2014,21421,Belgium,dutch,201405,MARPOR,TRUE,5,Open Flemish Liberals and Democrats,openVLD,40,9.631,21421,0,0,1,0,0,1
53320_200705_0852,Decisions taken over coming decade will be crucial in determining success or failure in the fight against climate change.,,1,53320_200705,2007,53320,Ireland,english,200705,MARPOR,TRUE,3,Labour Party,Labour,30,10.126,53320,1,1,0,1,0,1
13230_201109_0540,Der  skal  betales  3.000 kr.  i  ekstra  registreringsafgift  for  hver  enkelt  km/l  under  16  (18  for dieselbiler).,"An additional registration fee of DKK 3,000 must be paid for each km/l below 16 (18 for diesel cars).",1,13230_201109,2011,13230,Denmark,danish,201109,MARPOR,TRUE,4,Socialist People’s Party,SF,20,9.196,13230,0,0,0,0,0,0
35211_201910_0192,"Este programa para a emergência climática assume a responsabilidade de uma resposta na primeira legislatura desta década,","This program for the climate emergency assumes responsibility for a response in the first legislature of this decade,",1,35211_201910,2019,35211,Portugal,portuguese,201910,MARPOR,TRUE,5,Left Bloc,BE,20,10.009,35211,0,1,0,1,0,1
92436_201510_3152,"Jest to szczególnie istotne wobec narastania rywalizacji geopolitycznej na świecie, także w naszym najbliższym otoczeniu.","This is particularly important given the growing geopolitical rivalry in the world, including in our immediate environment.",0,92436_201510,2015,92436,Poland,polish,201510,MARPOR,TRUE,5,Law and Justice,PiS,60,37.575,92436,0,0,0,0,0,0
83411_200703_0431,Kaitseme igal võimalikul juhul välispoliitilisel tasandil Eesti ja Eestit ümbritseva regiooni majandus- ja keskkonnahuve.,We protect the economic and environmental interests of Estonia and the region surrounding Estonia at the foreign policy level in every possible case.,0,83411_200703,2007,83411,Estonia,estonian,200703,MARPOR,TRUE,3,Estonian Center Party,K,40,26.08,83411,0,0,0,0,1,1
14110_200703_0260,kannustaa valitsemaan vähäpäästöisiä autoja porrastamalla autoilun verotuksen päästöjen mukaan ja poistamalla dieselveron,encourages the choice of low-emission cars by staggering the taxation of motoring according to emissions and removing the diesel tax,1,14110_200703,2007,14110,Finland,finnish,200703,MARPOR,TRUE,4,Green Union,VL,10,8.46,14110,0,0,0,1,0,1
32460_201302_0233,La   riforma   delle   pensioni   ha   dato   al   Paese   il   sistema   più   sostenibile   e   avanzato   in   Europa.,The  pension  reform  has  given  the  country  the  most  sustainable  and  advanced  system  in  Europe.,0,32460_201302,2013,32460,Italy,italian,201302,MARPOR,TRUE,4,Civic Choice,SC,40,8.305,32460,0,0,0,0,1,1
96952_200606_0387,Obnoviteľné zdroje energie sú taktiež významným nástrojom zmiernenia závislosti krajiny od dodávok energie zo zahraničia.,Renewable energy sources are also an important tool for reducing the country's dependence on energy supplies from abroad.,1,96952_200606,2006,96952,Slovakia,slovak,200606,MARPOR,TRUE,3,Party of the Hungarian Coalition,SMK/MKP,90,11.685,96952,0,0,0,1,0,1
92435_201110_1125,Pod koniec pierwszego roku kadencji rządu wy-buchł  największy  od  II  wojny  światowej  kryzys  gospodarczy na świecie.,"At the end of the first year of the government's term of office, the greatest economic crisis in the world since World War II broke out.",0,92435_201110,2011,92435,Poland,polish,201110,MARPOR,TRUE,4,Civic Platform,PO,40,39.179,92435,0,0,0,0,0,0
32956_201803_1126,prevedere l'obbligo dell'indicazione in etichetta dell'utilizzo delle nanoparticelle per la produzione di cibi e bevande;,provide for the obligation to indicate on the label the use of nanoparticles for the production of foods and drinks;,0,32956_201803,2018,32956,Italy,italian,201803,MARPOR,TRUE,5,Five Star Movement,M5S,95,32.165,32956,0,0,0,0,0,0
88621_200810_2089,"Suprantame, kad dujininkų interesai skatins visuomenės klaidinimą ir gąsdinimus biologinių atliekų deginimo įmonių baubu.",We understand that the interests of the gas companies will promote public misinformation and scaremongering about bio-waste incineration companies.,1,88621_200810,2008,88621,Lithuania,lithuanian,200810,MARPOR,TRUE,3,Homeland Union - Lithuanian Christian Democrats,TS-LKD,60,19.715,88621,0,0,0,0,0,0
97322_200410_0025,"Tako bomo lahko ohranili in izboljšali doseženo raven socialne varnosti, pospešili razvoj vseh regij ter ohranili okolje.","In this way, we will be able to maintain and improve the achieved level of social security, accelerate the development of all regions and preserve the environment.",0,97322_200410,2004,97322,Slovenia,slovenian,200410,MARPOR,TRUE,3,Social Democratic Party,SD,30,10.17,97322,0,0,0,0,1,1
13229_201109_0525,"Udledningerne af CO2 har i 2010 slået alle rekorder, mens de internationale klimaforhandlinger er gået fuldstændig i stå.","Emissions of CO2 broke all records in 2010, while the international climate negotiations have come to a complete standstill.",1,13229_201109,2011,13229,Denmark,danish,201109,MARPOR,TRUE,4,Red-Green Unity List,EL,20,6.682,13229,0,1,0,1,0,1
87422_200610_0047,"Valdība, kuras sastāvā būs PCTVL, atrisinās šādus uzdevumus: - pilnībā normalizēs attiecības ar Krieviju un Baltkrieviju;","The government, which will consist of PCTVL, will solve the following tasks: - completely normalize relations with Russia and Belarus;",0,87422_200610,2006,87422,Latvia,latvian,200610,MARPOR,TRUE,5,For Human Rights in a United Latvia,PCTVL,30,6.026,87422,0,0,0,0,0,0
34340_201501_0579,Απαιτείται η διαμόρφωση εθνικήc; στρατηγικήc; για την ορθολογική και βιώσιμη διαχείριση των υδατικών πόρων τηc; Ελλάδαc;.,Is national configuration required? strategyc; for the rational and sustainable management of the water resources of c? Greecec?.,0,34340_201501,2015,34340,Greece,greek,201501,MARPOR,TRUE,5,The River,,30,5.906,34340,0,0,0,0,1,1
